Foyer Depense Region Type SurfaceC  
11914 1710.33825683594 1 0 1985  
15008 2135.9228515625 1 0 1486  
14103 1859.28796386719 1 0 4632  
14113 2260.73046875 1 0 6000  
13208 1696.93542480469 1 0 7600  
15601 1373.50476074219 1 0 4000  
12821 812.996765136719 1 0 6750  
13305 2116.65185546875 1 0 800  
4312 4249.7138671875 1 1 0  
14706 2529.88500976562 1 0 5244  
7707 2942.271484375 1 1 0  
11901 2179.17163085938 1 0 3600  
14801 1945.97375488281 1 0 4524  
11803 1414.81994628906 1 0 6833  
4308 3788.00927734375 1 1 0  
15312 2126.70092773438 1 0 3900  
11703 2288.57666015625 1 0 2802  
7415 4493.48291015625 1 1 0  
12815 1240.53637695313 1 0 4620  
13409 1043.49011230469 1 0 4000  
15607 851.307495117188 1 0 6000  
11805 1576.69384765625 1 0 4680  
11809 2694.0517578125 1 0 4050  
14510 1391.04528808594 1 0 3120  
11813 2726.33129882812 1 0 5025  
14002 907.425354003906 1 0 6452  
11816 763.3349609375 1 0 3251  
11902 1886.92004394531 1 0 2880  
11905 3414.51953125 1 0 2604  
14913 1822.25720214844 1 0 1584  
7307 2849.96875 1 1 0  
7721 1727.10400390625 1 1 0  
12013 1735.79638671875 1 0 2328  
15222 1672.525390625 1 0 1512  
12015 2052.86010742187 1 0 2040  
11904 3811.15869140625 1 0 2340  
12102 1867.81311035156 1 0 4170  
13319 1326.28503417969 1 0 3079  
12111 1816.0986328125 1 0 1150  
12120 3465.234375 1 0 7545  
12212 1391.75061035156 1 0 3452  
13101 940.143737792969 1 0 6500  
12302 1669.19873046875 1 0 900  
12306 976.645629882813 1 0 5040  
14009 1389.48120117188 1 0 7596  
7724 1825.00012207031 1 1 0  
12317 1020.47106933594 1 0 4046  
12904 2509.21899414062 1 0 4688  
12320 1756.5458984375 1 0 1176  
7303 3252.5869140625 1 1 0  
11710 1429.20471191406 1 0 7176  
12820 1160.27954101563 1 0 5388  
12301 1670.42602539063 1 0 2088  
4311 2480.7978515625 1 1 0  
13322 959.625305175781 1 0 5912  
13005 1707.30895996094 1 0 3960  
15206 2156.56762695312 1 0 2441  
12506 2267.32763671875 1 0 2784  
12515 1074.98034667969 1 0 1920  
12522 939.835144042969 1 0 5388  
4213 3327.19506835938 1 1 0  
12605 1830.13037109375 1 0 960  
12609 1202.11889648438 1 0 2736  
4204 3941.20727539062 1 1 0  
12705 1576.33374023437 1 0 3190  
7718 2523.09399414063 1 1 0  
12004 1793.56311035156 1 0 2997  
12718 1192.45959472656 1 0 2402  
11701 1427.66955566406 1 0 8993  
12802 1140.32421875 1 0 6720  
13620 999.810729980469 1 0 3960  
12808 746.71435546875 1 0 10400  
12811 1761.23901367188 1 0 2598  
12812 700.877868652344 1 0 8240  
4215 5023.576171875 1 1 0  
12818 1387.96997070313 1 0 3371  
12901 2930.17578125 1 0 5240  
13813 869.420715332031 1 0 5040  
12902 2070.400390625 1 0 0  
12907 1914.55444335938 1 0 1500  
12910 1870.34326171875 1 0 4320  
12420 1359.28942871094 1 0 1940  
12916 2353.4619140625 1 0 4280  
7601 7570.9130859375 1 1 0  
4306 5242.0048828125 1 1 0  
12817 836.620422363281 1 0 6160  
13106 1577.06604003906 1 0 1712  
7722 1377.0478515625 1 1 0  
13117 1376.72302246094 1 0 13962  
13916 1031.23168945313 1 0 2145  
13120 1602.54333496094 1 0 8189  
11801 1929.39770507813 1 0 4031  
13614 1192.02429199219 1 0 6596  
14313 1534.53503417969 1 0 2403  
4116 4458.04736328125 1 1 0  
14418 1373.47094726563 1 0 2424  
13309 1516.42907714844 1 0 4260  
13315 1371.36645507813 1 0 2978  
13318 1012.27777099609 1 0 4200  
13401 2646.93725585937 1 0 4120  
4316 3470.5234375 1 1 0  
15321 2267.07934570312 1 0 1920  
13417 1701.75231933594 1 0 1757  
7609 3123.11206054687 1 1 0  
13504 1421.53051757813 1 0 47054  
7401 2659.39184570313 1 1 0  
4214 4084.576171875 1 1 0  
13605 3048.603515625 1 0 1388  
13905 708.214111328125 1 0 4092  
13613 1995.73168945313 1 0 3612  
13920 1817.01831054687 1 0 2948  
13616 1430.14514160156 1 0 5208  
15412 2105.34643554687 1 0 4275  
13706 1033.07250976563 1 0 2088  
13707 1065.22192382813 1 0 3504  
13820 1136.1494140625 1 0 3936  
12018 2178.61254882812 1 0 1128  
13715 1342.90991210938 1 0 4680  
13718 1187.87390136719 1 0 1420  
13720 1842.23608398438 1 0 2280  
13806 1130.00134277344 1 0 2664  
4208 3109.232421875 1 1 0  
13810 1060.1328125 1 0 3192  
14519 1233.21850585938 1 0 3540  
15722 1616.27404785156 1 0 5200  
13818 755.685424804688 1 0 2208  
12615 1352.02722167969 1 0 2136  
13903 1335.611328125 1 0 6693  
12011 1223.537109375 1 0 720  
15702 1309.01806640625 1 0 6300  
12402 1846.79370117187 1 0 3240  
7913 3951.31225585937 1 1 0  
13018 2028.89367675781 1 0 6820  
14012 3147.51831054688 1 0 3042  
12505 1403.87463378906 1 0 1896  
7414 2470.69213867187 1 1 0  
12202 1180.94836425781 1 0 7320  
12816 813.104675292969 1 0 5832  
12516 840.4755859375 1 0 2200  
13909 937.17626953125 1 0 3947  
14116 1783.81188964844 1 0 3688  
15510 1569.14440917969 1 0 11500  
14202 2658.09301757813 1 0 2088  
14206 2862.3046875 1 0 2736  
14207 2909.76879882813 1 0 2304  
14213 1944.07995605469 1 0 1968  
14216 3658.97119140625 1 0 1536  
15106 3883.43432617188 1 0 1600  
13019 1664.0234375 1 0 7260  
13217 1119.84887695313 1 0 2200  
14311 1393.392578125 1 0 1464  
12204 1367.78051757813 1 0 3564  
14314 1320.34973144531 1 0 5243  
14905 4122.9365234375 1 0 1560  
14403 2131.5595703125 1 0 2872  
14420 1289.56726074219 1 0 2924  
14408 919.89453125 1 0 4025  
14412 1497.11596679688 1 0 2790  
15810 910.537780761719 1 0 6597  
14416 1138.03918457031 1 0 1992  
13413 1016.27716064453 1 0 1565  
14505 1418.10217285156 1 0 4536  
15010 3209.69116210937 1 0 2304  
12619 1733.58264160156 1 0 1485  
13811 1131.958984375 1 0 1944  
14610 1657.30212402344 1 0 1944  
14613 2060.88916015625 1 0 2880  
13403 1675.00500488281 1 0 1410  
14615 1342.34387207031 1 0 3120  
14301 2259.94384765625 1 0 4528  
14703 2667.75756835937 1 0 3603  
14401 1109.76501464844 1 0 2739  
12518 1209.2861328125 1 0 4056  
14710 8617.826171875 1 0 0  
14714 3485.931640625 1 0 2672  
4407 1891.56286621094 1 1 0  
14410 1136.85498046875 1 0 1430  
13710 1638.84399414063 1 0 3792  
14804 2549.61791992188 1 0 3148  
14816 4829.01953125 1 0 0  
15111 5061.35546875 1 0 1968  
11715 1540.97912597656 1 0 3759  
14904 3299.44873046875 1 0 432  
14908 2308.63134765625 1 0 1986  
14018 1591.19274902344 1 0 6507  
12303 1674.11633300781 1 0 3600  
15606 1485.83740234375 1 0 8000  
7915 3564.79418945313 1 1 0  
15001 2799.51904296875 1 0 1440  
15004 2973.15112304687 1 0 1620  
15006 4903.345703125 1 0 0  
11711 1817.35620117188 1 0 2335  
14511 1591.10986328125 1 0 3588  
7612 3187.2041015625 1 1 0  
12905 3810.640625 1 0 8290  
15205 1869.00842285156 1 0 6455  
15212 1802.19653320313 1 0 1080  
7720 4429.21435546875 1 1 0  
13508 1874.65405273438 1 0 4288  
12521 1209.18298339844 1 0 2496  
15311 2212.25659179687 1 0 2500  
15516 1727.62548828125 1 0 10700  
15316 1647.11926269531 1 0 3710  
12614 1614.79711914063 1 0 1152  
15402 1180.9169921875 1 0 4894  
14518 763.413879394531 1 0 2138  
15201 2082.3935546875 1 0 1508  
15411 1264.04675292969 1 0 4190  
4416 4308.14599609375 1 1 0  
13520 1969.69958496094 1 0 3816  
12112 1369.40893554688 1 0 4172  
4102 4046.19091796875 1 1 0  
7610 4341.1171875 1 1 0  
14715 3120.90576171875 1 0 864  
14607 2125.79565429687 1 0 7920  
12008 1748.32446289063 1 0 2555  
4310 2782.52880859375 1 1 0  
12310 1175.83361816406 1 0 5686  
15716 1618.26867675781 1 0 7500  
15717 1705.37097167969 1 0 5800  
12411 763.004821777344 1 0 2880  
12906 1655.74987792969 1 0 6120  
12806 1424.78894042969 1 0 4586  
15815 841.941589355469 1 0 3994  
15817 1257.53759765625 1 0 9280  
7725 3156.32543945312 1 1 0  
14805 1894.96606445313 1 0 1836  
14616 1408.61486816406 1 0 2580  
15509 877.38330078125 1 0 4900  
15109 2308.09130859375 1 0 1893  
7504 5697.67529296875 1 1 0  
15507 4522.18896484375 1 0 3500  
12407 1482.26867675781 1 0 4880  
15116 2200.55541992187 1 0 3144  
15719 1074.65234375 1 0 7730  
14720 3009.5009765625 1 0 0  
13304 1634.20666503906 1 0 2712  
7404 4665.494140625 1 1 0  
14605 1962.35974121094 1 0 7392  
15216 2491.02880859375 1 0 2108  
12316 1828.359375 1 0 3232  
7916 3106.43115234375 1 1 0  
15805 1119.10180664063 1 0 8077  
15204 1223.98608398438 1 0 4650  
13013 1674.46643066406 1 0 6840  
14306 1635.13403320313 1 0 5319  
15512 2551.05859375 1 0 7500  
11917 1760.01977539063 1 0 2328  
12206 2006.96752929688 1 0 4923  
7510 2992.02514648437 1 1 0  
7313 4586.14501953125 1 1 0  
14107 1623.6103515625 1 0 2280  
15611 1090.95471191406 1 0 6000  
12017 1818.236328125 1 0 2520  
7501 2897.11108398437 1 1 0  
4205 3519.73168945312 1 1 0  
13007 1614.15502929687 1 0 3550  
15408 2581.21484375 1 0 845  
4319 4552.337890625 1 1 0  
14602 1441.16345214844 1 0 880  
12117 1619.77270507813 1 0 2800  
14108 1723.58422851563 1 0 1800  
7805 2161.90600585937 1 1 0  
12412 1546.86352539063 1 0 4495  
15619 536.615417480469 1 0 1700  
15417 1924.68627929688 1 0 3045  
13509 2177.88305664062 1 0 7350  
14407 1018.41369628906 1 0 2412  
13020 2515.88037109375 1 0 3720  
12110 1314.86694335938 1 0 3400  
11910 1210.99353027344 1 0 1800  
7812 2757.83715820313 1 1 0  
13016 1401.17578125 1 0 3640  
14909 3385.93212890625 1 0 1080  
15813 1762.6396484375 1 0 20000  
13412 942.187133789063 1 0 3258  
13716 881.00146484375 1 0 1944  
15521 1307.32666015625 1 0 7000  
12315 1416.0947265625 1 0 5400  
15301 1679.07397460938 1 0 2312  
13002 1371.12231445313 1 0 2180  
15808 1195.63488769531 1 0 10563  
13221 1577.85925292969 1 0 8800  
12209 1276.84985351563 1 0 1973  
12219 1753.068359375 1 0 3032  
12710 1379.88525390625 1 0 4947  
15406 1404.82055664063 1 0 1934  
14317 1202.10290527344 1 0 4526  
14701 6714.2900390625 1 0 0  
7308 6844.74609375 1 1 0  
12918 1927.5576171875 1 0 4380  
15802 1327.99340820313 1 0 7832  
12703 1083.3505859375 1 0 6450  
12805 1792.12475585937 1 0 2550  
15211 3894.79248046875 1 0 1968  
15617 782.347839355469 1 0 6000  
15508 1257.40771484375 1 0 4760  
4305 1760.31604003906 1 1 0  
15720 702.050720214844 1 0 2750  
7814 1874.80346679688 1 1 0  
13808 1117.9013671875 1 0 1272  
14717 3411.60546875 1 0 4624  
13308 1367.43334960938 1 0 6340  
8008 2683.35302734375 1 1 0  
12720 1179.74108886719 1 0 2425  
7516 3526.5830078125 1 1 0  
8018 6498.51611328125 1 1 0  
15604 2449.90234375 1 0 7000  
15605 1199 1 0 4000  
4202 3237.86572265625 1 1 0  
13911 1450.02368164063 1 0 1956  
14920 4123.9453125 1 0 1388  
7403 2518.9609375 1 1 0  
15610 1846.19299316406 1 0 5300  
15403 1647.6181640625 1 0 1770  
13606 2710.75659179687 1 0 1680  
14010 1297.158203125 1 0 5092  
14201 4297.06005859375 1 0 4128  
15119 934.306518554688 1 0 2059  
14713 2875.80859375 1 0 0  
14003 1323.10339355469 1 0 2964  
14817 3357.60815429688 1 0 0  
12012 3928.57666015625 1 0 1803  
12708 1422.72888183594 1 0 2420  
7901 3190.56567382813 1 1 0  
13010 1614.60681152344 1 0 4320  
4413 2157.05029296875 1 1 0  
13421 1164.783203125 1 0 0  
15215 1090.43640136719 1 0 1800  
7607 2967.7490234375 1 1 0  
12119 2666.15966796875 1 0 6755  
13901 928.395690917969 1 0 2688  
15012 2526.15893554688 1 0 1152  
13407 1018.99359130859 1 0 2988  
7406 3820.24243164062 1 1 0  
14101 1065.10095214844 1 0 1080  
13523 2887.96875 1 0 3504  
14014 1587.75646972656 1 0 2520  
7521 2707.291015625 1 1 0  
12016 2135.23022460937 1 0 2592  
14102 1686.158203125 1 0 3048  
12216 1202.03527832031 1 0 2100  
7407 3776.97412109375 1 1 0  
15319 1082.619140625 1 0 5280  
7804 2494.62719726562 1 1 0  
14111 1980.70373535156 1 0 4416  
12014 2346.16357421875 1 0 2152  
4203 6293.328125 1 1 0  
12813 1354.93151855469 1 0 3430  
7619 6703.39599609375 1 1 0  
14013 963.514831542969 1 0 2316  
7914 4603.1435546875 1 1 0  
12415 1334.55236816406 1 0 2808  
4211 3037.97338867188 1 1 0  
14307 2940.509765625 1 0 5474  
7611 3268.26025390625 1 1 0  
13003 3521.07958984375 1 0 2520  
14508 1125.97912597656 1 0 2842  
13505 1593.55834960938 1 0 4636  
13109 1161.39367675781 1 0 8040  
13310 1306.42004394531 1 0 3307  
12312 2758.31274414063 1 0 3960  
12607 2521.23559570312 1 0 2160  
15005 2754.33349609375 1 0 0  
14918 3359.95239257812 1 0 948  
13816 754.51806640625 1 0 1248  
14618 3142.35009765625 1 0 5112  
14112 1611.15869140625 1 0 4368  
7903 4381.0712890625 1 1 0  
14006 1104.21740722656 1 0 1522  
15413 2218.83374023438 1 0 4050  
12001 1574.35119628906 1 0 1800  
13611 1903.62048339844 1 0 5928  
7512 6683.07080078125 1 1 0  
15614 1275.29284667969 1 0 11000  
14806 4110.78564453125 1 0 0  
15715 1314.6923828125 1 0 5500  
7301 4573.24951171875 1 1 0  
7410 3411.23388671875 1 1 0  
12416 1079.97924804688 1 0 1940  
15120 1506.65661621094 1 0 2088  
14304 2109.22900390625 1 0 3102  
11707 1366.32861328125 1 0 3000  
11804 1748.1103515625 1 0 7509  
7818 2946.69458007812 1 1 0  
11713 1168.765625 1 0 5874  
13204 828.223693847656 1 0 4740  
15314 1741.83996582031 1 0 2255  
7408 2924.18969726562 1 1 0  
13521 1313.85034179688 1 0 2472  
13908 1180.69885253906 1 0 2385  
7314 2541.5078125 1 1 0  
7904 1673.0927734375 1 1 0  
13910 1238.84411621094 1 0 4244  
15105 3071.62622070312 1 0 1632  
12503 1138.56018066406 1 0 3990  
14606 1459.73217773438 1 0 3408  
15519 1021.86627197266 1 0 6300  
12116 1639.61486816406 1 0 1685  
15706 1244.54406738281 1 0 3805  
14914 2527.91479492187 1 0 2178  
12217 1876.5830078125 1 0 2000  
8013 2452.43579101562 1 1 0  
12803 560.507202148438 1 0 4250  
7310 4329.9814453125 1 1 0  
13419 895.723449707031 1 0 2617  
12109 1776.14514160156 1 0 2942  
15007 1975.572265625 1 0 2400  
14910 1246.14245605469 1 0 1200  
14310 1654.69580078125 1 0 9510  
13712 1357.0732421875 1 0 2328  
13416 1066.36401367188 1 0 2278  
11704 2056.94921875 1 0 4285  
13705 1556.46240234375 1 0 1440  
12106 2539.71362304687 1 0 5450  
7522 1926.41796875 1 1 0  
15616 1378.49072265625 1 0 9000  
4104 2802.44262695313 1 1 0  
13717 1585.482421875 1 0 4152  
11912 2542.076171875 1 0 2560  
4309 2677.349609375 1 1 0  
14105 1439.3515625 1 0 2184  
14316 1109.60620117188 1 0 5454  
12504 1443.18957519531 1 0 3288  
13303 1329.60925292969 1 0 2280  
13819 1372.12744140625 1 0 3048  
12704 1077.45776367188 1 0 8710  
13311 3006.7109375 1 0 0  
15021 3461.32983398437 1 0 720  
12520 1082.64343261719 1 0 1584  
4409 3882.57275390625 1 1 0  
7511 2364.55102539062 1 1 0  
12701 831.340026855469 1 0 4326  
15418 930.704345703125 1 0 3020  
11907 1122.35815429688 1 0 2160  
13618 1209.28454589844 1 0 4154  
12602 2709.89428710938 1 0 936  
12220 1183.8974609375 1 0 3000  
13014 1584.8115234375 1 0 4090  
14903 4780.3603515625 1 0 956  
14302 1299.27368164063 1 0 6185  
4403 1780.017578125 1 1 0  
15016 4575.75537109375 1 0 1620  
12706 979.785217285156 1 0 7870  
4307 3110.0849609375 1 1 0  
7802 1959.138671875 1 1 0  
4105 2763.92993164063 1 1 0  
13012 2318.44165039062 1 0 3040  
7412 3032.58764648437 1 1 0  
7304 4379.74169921875 1 1 0  
11708 1949.86291503906 1 0 1385  
13206 1372.91137695313 1 0 7484  
12405 1636.43334960938 1 0 5040  
13621 2896.931640625 1 0 1872  
15214 1640.63720703125 1 0 1128  
15504 1925.787109375 1 0 14600  
13216 2116.5419921875 1 0 3752  
14620 1473.56335449219 1 0 7116  
14916 2097.59619140625 1 0 1560  
15112 2194.8017578125 1 0 2084  
12311 1869.03088378906 1 0 7200  
14520 818.251220703125 1 0 1894  
15707 1491.60546875 1 0 3360  
14708 2629.09643554687 1 0 5184  
4314 3450.73657226563 1 1 0  
4301 2889.73486328125 1 1 0  
13212 2227.13989257812 1 0 70000  
15503 1602.8896484375 1 0 4600  
12511 1266.05310058594 1 0 2448  
15011 1400.75610351563 1 0 288  
12417 1340.17224121094 1 0 2520  
15306 2573.65283203125 1 0 3292  
7509 3759.41870117187 1 1 0  
13119 1640.29345703125 1 0 2420  
11815 2256.76171875 1 0 5550  
14415 1989.97265625 1 0 2522  
15115 2215.41845703125 1 0 1169  
13513 1267.15197753906 1 0 5426  
7519 1998.61352539063 1 1 0  
14114 1768.9658203125 1 0 1200  
15003 1899.01245117188 1 0 2141  
13411 1119.1240234375 1 0 3448  
15812 1038.73022460938 1 0 5248  
15114 2199.62329101562 1 0 1860  
15513 2653.60620117187 1 0 7400  
14120 1856.23461914063 1 0 2688  
13702 1215.98828125 1 0 3408  
14611 1718.35095214844 1 0 3516  
7517 4473.18359375 1 1 0  
15511 1032.9423828125 1 0 5600  
13904 860.622741699219 1 0 3000  
12617 1532.7041015625 1 0 4608  
14210 2902.99169921875 1 0 2880  
15415 1624.32006835938 1 0 5085  
8019 4156.072265625 1 1 0  
12314 917.308898925781 1 0 2211  
7309 3121.0546875 1 1 0  
14305 1620.34375 1 0 4972  
4109 4870.71337890625 1 1 0  
12519 1111.68176269531 1 0 2930  
13404 1390.54626464844 1 0 2618  
12713 1106.20532226563 1 0 5610  
13619 1585.23706054688 1 0 4740  
12620 1790.49108886719 1 0 3480  
12611 2281.58227539063 1 0 3720  
14117 1405.71545410156 1 0 2112  
12413 1086.4892578125 1 0 3740  
12513 999.189086914063 1 0 2136  
12610 1712.50854492188 1 0 1848  
4412 2204.89721679687 1 1 0  
15811 1364.30346679688 1 0 3000  
13202 1621.01794433594 1 0 3000  
14614 2123.35791015625 1 0 3292  
7905 2494.5556640625 1 1 0  
14402 1151.9111328125 1 0 2385  
15420 1668.22448730469 1 0 5070  
13102 1001.33996582031 1 0 6600  
13915 1212.04443359375 1 0 4039  
8010 3569.70971679688 1 1 0  
11903 1703.02990722656 1 0 2160  
15515 1409.25109863281 1 0 10000  
13913 2535.95825195312 1 0 1946  
15609 1895.10510253906 1 0 12000  
13801 1086.90612792969 1 0 2472  
13815 1280.78076171875 1 0 3236  
12105 3898.07202148437 1 0 7112  
12114 3058.48803710937 1 0 7635  
13116 845.926513671875 1 0 7800  
7813 3943.51953125 1 1 0  
4415 2019.08325195313 1 1 0  
4113 5123.96728515625 1 1 0  
13519 1958.55346679688 1 0 3312  
11706 1566.71655273438 1 0 1955  
4201 4204.8779296875 1 1 0  
14507 2364.56640625 1 0 8256  
12318 1461.74597167969 1 0 2300  
15302 2409.17846679688 1 0 3069  
12211 1446.4853515625 1 0 5997  
12616 649.365112304688 1 0 972  
7702 3940.1767578125 1 1 0  
12104 1426.36975097656 1 0 4151  
7311 2576.00390625 1 1 0  
14118 2226.6201171875 1 0 3960  
14020 1388.62268066406 1 0 3125  
4405 2639.82543945312 1 1 0  
7305 1996.291015625 1 1 0  
4437 1556.02893066406 1 1 0  
4417 5493.94384765625 1 1 0  
7405 2754.73413085937 1 1 0  
13514 1609.6728515625 1 0 17545  
15117 2103.73803710937 1 0 3135  
11908 3214.19995117187 1 0 2623  
4401 4033.193359375 1 1 0  
7919 4973.66162109375 1 1 0  
7817 5186.9755859375 1 1 0  
4315 3470.56127929687 1 1 0  
14502 1456.53845214844 1 0 4208  
15807 737.4833984375 1 0 2860  
15018 3731.67456054687 1 0 840  
13114 1726.78051757813 1 0 14337  
15307 1554.58129882813 1 0 4911  
4304 2145.0810546875 1 1 0  
13604 1214.81127929688 1 0 2832  
4209 1722.57641601563 1 1 0  
15308 1839.8369140625 1 0 5971  
4207 2486.81103515625 1 1 0  
11811 1036.50512695313 1 0 7221  
12201 1005.56231689453 1 0 3504  
7909 1751.23498535156 1 1 0  
4112 2716.12963867187 1 1 0  
15407 3654.43090820313 1 0 2116  
7819 3518.7646484375 1 1 0  
14319 746.439758300781 1 0 4712  
15820 1280.65795898438 1 0 2618  
14603 1287.33239746094 1 0 1080  
11814 941.685852050781 1 0 8795  
15621 1402.92858886719 1 0 7200  
4101 3231.77490234375 1 1 0  
12214 1125.99890136719 1 0 1852  
