Foyer Depense Region Type SurfaceC  
18018 1732.64782714844 2 0 1946  
17903 2194.8974609375 2 0 2196  
17419 2141.30419921875 2 0 3780  
19308 3780.23291015625 2 0 1360  
8302 5484.998046875 2 1 0  
407 3350.02465820312 2 1 0  
20415 2408.09643554687 2 0 2910  
16013 5725.3935546875 2 0 2508  
16805 3183.32177734375 2 0 2232  
8205 1564.92150878906 2 1 2628  
4923 2633.92065429688 2 1 0  
912 6989.79345703125 2 1 0  
18504 1774.09545898438 2 0 3846  
809 11526.6796875 2 1 0  
18602 1055.08312988281 2 0 1350  
18812 1809.060546875 2 0 1476  
17402 2301.8466796875 2 0 588  
1116 6573.42724609375 2 1 0  
17701 2190.83447265625 2 0 2756  
17315 4222.4736328125 2 0 616  
412 7535.1416015625 2 1 0  
16121 1782.44897460938 2 0 3523  
18811 2442.29248046875 2 0 1416  
16209 3240.80249023437 2 0 960  
16307 4225.24365234375 2 0 3528  
20318 2282.83178710937 2 0 1260  
19815 3399.96215820313 2 0 2388  
4611 2144.74047851562 2 1 0  
19807 4441.490234375 2 0 2136  
20021 5298.994140625 2 0 2160  
16402 1507.27734375 2 0 2900  
406 4178.72509765625 2 1 0  
305 7701.46630859375 2 1 0  
17901 781.297668457031 2 0 2075  
8410 2036.66357421875 2 1 0  
17016 2903.1318359375 2 0 2311  
17109 1997.21643066406 2 0 3619  
8311 2796.67163085937 2 1 0  
304 6243.208984375 2 1 0  
5004 3205.724609375 2 1 0  
16610 1902.56481933594 2 0 3489  
18305 1958.64428710938 2 0 1440  
15920 2509.1962890625 2 0 2642  
20419 3227.3701171875 2 0 900  
18201 3524.88818359375 2 0 2028  
18120 2649.10693359375 2 0 1541  
20602 3396.95971679687 2 0 2996  
18907 2901.85864257813 2 0 652  
16003 2751.98413085937 2 0 2712  
18415 2648.82592773437 2 0 4800  
20815 1924.46032714844 2 0 2928  
16314 1532.91528320313 2 0 3514  
18311 2278.31787109375 2 0 2544  
17608 2325.072265625 2 0 500  
5009 6114.67724609375 2 1 0  
908 4164.5029296875 2 1 0  
17406 4011.83276367188 2 0 1800  
4506 5600.05029296875 2 1 0  
411 10895.0556640625 2 1 0  
17613 1674.35021972656 2 0 1080  
16105 2279.23095703125 2 0 2904  
16620 3385.84423828125 2 0 658  
8210 1844.66442871094 2 1 2256  
8214 2538.46752929687 2 1 2855  
18512 1476.09289550781 2 0 3775  
20106 6549.455078125 2 0 1784  
4516 4268.68798828125 2 1 0  
18516 1758.072265625 2 0 3177  
20314 1581.55517578125 2 0 1500  
17715 1695.19384765625 2 0 1292  
4502 4644.7919921875 2 1 0  
19606 2642.85473632812 2 0 3888  
8313 4336.3115234375 2 1 0  
8615 2379.29418945312 2 1 1800  
19207 1793.37548828125 2 0 504  
18319 1957.73681640625 2 0 1128  
19015 2402.2177734375 2 0 2304  
5008 2929.59057617187 2 1 0  
8614 2680.1982421875 2 1 1440  
18813 1333.02661132813 2 0 1176  
16116 2033.65502929688 2 0 2182  
16117 1534.41418457031 2 0 3500  
19611 1848.70922851563 2 0 3600  
18411 1905.54040527344 2 0 2496  
8809 3235.35107421875 2 1 0  
8309 2598.71118164062 2 1 0  
18908 3247.91821289062 2 0 2257  
707 3837.458984375 2 1 0  
16602 1571.01892089844 2 0 1952  
19414 1674.85729980469 2 0 1836  
1012 18054.779296875 2 1 0  
20702 2517.6318359375 2 0 3504  
1019 4414.0947265625 2 1 0  
18714 1433.26147460938 2 0 1140  
18401 2830.89453125 2 0 2232  
816 9360.005859375 2 1 0  
20613 1781.40649414063 2 0 2124  
506 6605.57421875 2 1 0  
8212 2126.3779296875 2 1 2231  
4816 5086.9287109375 2 1 0  
17912 1902.53515625 2 0 1260  
4705 4738.17578125 2 1 0  
17505 3606.16870117187 2 0 2160  
19016 2717.05151367187 2 0 3592  
16815 1750.77502441406 2 0 2352  
8611 2946.05908203125 2 1 540  
16106 2521.63598632812 2 0 2496  
16706 2776.44091796875 2 0 0  
509 12811.6826171875 2 1 0  
1102 3606.4345703125 2 1 2376  
301 11611.912109375 2 1 0  
8220 4907.5029296875 2 1 2376  
123 6254.0830078125 2 1 0  
16204 2767.8271484375 2 0 2472  
510 10927.0546875 2 1 0  
19122 1581.67895507813 2 0 2547  
4909 2313.51000976563 2 1 0  
202 3730.67919921875 2 1 0  
16616 2576.64575195313 2 0 4752  
17601 4471.33544921875 2 0 1200  
20716 2149.34130859375 2 0 1824  
8308 4057.87451171875 2 1 0  
4916 10822.720703125 2 1 0  
16122 1656.67175292969 2 0 2256  
4921 2109.24853515625 2 1 0  
20712 2737.71484375 2 0 2580  
19601 2552.35546875 2 0 3888  
20516 1812.51501464844 2 0 1944  
611 7030.375 2 1 0  
20503 2750.52783203125 2 0 2862  
16206 2703.59545898437 2 0 2760  
720 4653.19873046875 2 1 0  
516 7468.74072265625 2 1 0  
4603 4346.25439453125 2 1 0  
212 1546.798828125 2 1 0  
20007 3092.85571289062 2 0 3960  
20302 2185.67407226563 2 0 1080  
4713 5083.78662109375 2 1 0  
17215 5891.3466796875 2 0 2961  
16219 2196.53149414062 2 0 1728  
718 5399.23095703125 2 1 0  
5123 3631.45922851562 2 1 0  
5013 3821.98828125 2 1 0  
20304 1612.98937988281 2 0 2215  
18220 858.25341796875 2 0 1512  
19706 3722.0791015625 2 0 2014  
19014 2222.21875 2 0 2756  
4608 4828.55126953125 2 1 0  
414 8280.53515625 2 1 0  
4810 5080.5185546875 2 1 0  
18818 1755.02392578125 2 0 1428  
20611 5385.1064453125 2 0 3132  
17019 1268.17590332031 2 0 3110  
15902 2262.6923828125 2 0 1608  
17318 2644.48583984375 2 0 2016  
5102 2771.69970703125 2 1 0  
16612 2256.15844726562 2 0 2792  
17301 2334.86328125 2 0 1800  
18009 1246.53015136719 2 0 293  
16306 2343.18212890625 2 0 4411  
18409 1495.88745117188 2 0 2040  
16312 1594.35034179688 2 0 2844  
16113 3562.23364257812 2 0 3384  
17914 2158.67700195313 2 0 372  
17113 2656.93090820313 2 0 2106  
4915 5788.4755859375 2 1 0  
1221 3949.37939453125 2 1 0  
20717 2633.78588867187 2 0 1660  
4907 4788.33935546875 2 1 0  
20202 4006.2607421875 2 0 638  
1204 5033.958984375 2 1 0  
19604 2330.89331054687 2 0 3960  
18118 1631.51306152344 2 0 3384  
18620 973.71240234375 2 0 1173  
8407 3497.58837890625 2 1 0  
19703 1952.18444824219 2 0 3180  
108 4264.65966796875 2 1 0  
4718 4620.97265625 2 1 0  
4615 5904.650390625 2 1 0  
20411 1479.00805664063 2 0 2448  
15913 2713.1962890625 2 0 2137  
16807 1399.35815429688 2 0 0  
17816 1467.48510742188 2 0 2314  
17913 1613.85754394531 2 0 3607  
19801 1474.0986328125 2 0 1116  
16609 2156.17333984375 2 0 3312  
16316 1760.125 2 0 3634  
18215 2490.80639648438 2 0 1964  
20012 1476.49560546875 2 0 552  
18011 1016.86431884766 2 0 1416  
18905 1759.7529296875 2 0 1800  
608 6294.7685546875 2 1 0  
4717 3648.15869140625 2 1 0  
18710 2853.09106445312 2 0 1056  
704 9696.923828125 2 1 0  
401 6454.876953125 2 1 0  
312 3361.52490234375 2 1 0  
20320 1480.17895507813 2 0 2556  
20604 2500.93408203125 2 0 2676  
20417 841.7822265625 2 0 2328  
18719 1935.09204101563 2 0 1332  
112 6834.3544921875 2 1 0  
20103 2372.65844726562 2 0 1274  
17414 3919.56298828125 2 0 1524  
16401 1194.25122070313 2 0 2634  
613 11767.6142578125 2 1 0  
20512 2057.75048828125 2 0 2649  
17611 2643.4287109375 2 0 666  
19208 2120.5771484375 2 0 1152  
16501 2866.05346679687 2 0 3024  
315 12187.9443359375 2 1 0  
18915 1289.71826171875 2 0 1992  
812 4072.21362304688 2 1 0  
1215 3075.37451171875 2 1 720  
20617 2592.39697265625 2 0 4082  
20310 2148.24487304687 2 0 672  
4514 10592.673828125 2 1 0  
8413 3515.85595703125 2 1 0  
18902 5682.193359375 2 0 720  
16411 1959.83142089844 2 0 3888  
20803 2148.8798828125 2 0 1790  
15915 1570.95495605469 2 0 1704  
19104 1331.19274902344 2 0 1018  
1211 3708.35278320312 2 1 1152  
8402 2170.32958984375 2 1 0  
403 4145.27783203125 2 1 0  
18816 1437.13073730469 2 0 1944  
724 7013.8896484375 2 1 0  
16207 1837.59729003906 2 0 2616  
18708 4728.51708984375 2 0 840  
18308 1939.44299316406 2 0 1652  
19004 4418.5390625 2 0 1872  
1021 9841.7587890625 2 1 0  
20211 2328.62329101562 2 0 2376  
18419 1326.02868652344 2 0 1006  
16607 1756.73706054688 2 0 2635  
19401 2558.5078125 2 0 2700  
16205 2218.15747070312 2 0 420  
16313 1265.26892089844 2 0 2003  
16303 1469.17431640625 2 0 2688  
19501 1443.27673339844 2 0 3600  
20019 1797.37841796875 2 0 2340  
16409 3466.94848632812 2 0 1536  
19102 1340.54626464844 2 0 2628  
19710 2851.9013671875 2 0 396  
20016 2207.74731445313 2 0 1128  
203 11090.7568359375 2 1 0  
8401 2298.30590820313 2 1 0  
18919 3600.49072265625 2 0 1080  
18914 2273.07568359375 2 0 2619  
19903 1778.80859375 2 0 2412  
717 6423.96142578125 2 1 0  
19019 1562.908203125 2 0 2006  
213 2336.34252929687 2 1 0  
16101 1993.21459960938 2 0 1948  
19612 3376.55859375 2 0 4500  
17718 2199.669921875 2 0 2876  
8620 1789.24963378906 2 1 0  
4710 5009.31005859375 2 1 0  
17607 3097.912109375 2 0 3444  
602 10292.0048828125 2 1 0  
8312 8558.896484375 2 1 0  
19716 6561.36474609375 2 0 1524  
114 5782.80224609375 2 1 0  
215 4418.57958984375 2 1 0  
19614 2353.99780273437 2 0 2880  
8408 2812.90283203125 2 1 0  
8307 3503.06982421875 2 1 0  
18405 1585.30444335938 2 0 2352  
20205 3003.06201171875 2 0 1908  
18304 3473.8388671875 2 0 1062  
5107 1883.87548828125 2 1 0  
5111 2489.19653320312 2 1 0  
20615 3577.12451171875 2 0 3442  
17219 1952.80737304688 2 0 2917  
18208 1578.31506347656 2 0 4564  
18503 4245.08740234375 2 0 1383  
4602 6164.70361328125 2 1 0  
5001 1940.35546875 2 1 0  
1112 3565.37817382813 2 1 1092  
18711 7669.248046875 2 0 1632  
17114 2347.26025390625 2 0 1658  
17115 3634.00390625 2 0 2723  
18514 1518.833984375 2 0 2947  
17716 1318.3720703125 2 0 1844  
8411 3061.48364257812 2 1 0  
4604 12045.8447265625 2 1 0  
18414 2797.98388671875 2 0 3478  
18207 3566.07763671875 2 0 2304  
16420 1744.16650390625 2 0 2472  
5116 2942.03662109375 2 1 0  
808 6140.73046875 2 1 0  
15914 3200.51049804687 2 0 2858  
16310 1401.78979492188 2 0 2532  
19112 920.558349609375 2 0 1134  
17707 2085.162109375 2 0 2832  
19416 2145.84033203125 2 0 2272  
710 8046.296875 2 1 0  
415 5604.9833984375 2 1 0  
20811 2314.75830078125 2 0 4025  
1111 3885.76416015625 2 1 2160  
19007 1580.22009277344 2 0 2616  
601 9418.2412109375 2 1 0  
913 7601.66796875 2 1 0  
109 5117.12744140625 2 1 0  
5015 11208.3330078125 2 1 0  
17814 2759.06103515625 2 0 1620  
8608 2172.95922851563 2 1 3168  
5106 3024.88330078125 2 1 0  
110 2938.15966796875 2 1 0  
18001 1294.96423339844 2 0 1344  
8209 2439.85717773438 2 1 2088  
20405 2448.931640625 2 0 1125  
1101 3038.73413085938 2 1 2760  
902 5753.2919921875 2 1 0  
16720 3003.77807617187 2 0 2933  
18901 2263.0302734375 2 0 2880  
19409 2077.63012695312 2 0 2520  
5223 2354.15087890625 2 1 0  
16503 2579.125 2 0 3528  
15918 3128.00366210937 2 0 660  
16507 2297.8779296875 2 0 3216  
4512 6243.7890625 2 1 0  
16809 1510.71557617188 2 0 2676  
1002 5343.68408203125 2 1 0  
8202 1113.95739746094 2 1 1566  
19210 1994.5107421875 2 0 1404  
517 10794.1865234375 2 1 0  
16510 2318.78271484375 2 0 4092  
4902 2039.09326171875 2 1 0  
20608 3999.02368164062 2 0 2126  
19412 1838.38500976562 2 0 2336  
725 3804.39599609375 2 1 0  
18715 2803.05224609375 2 0 1260  
19006 1356.83947753906 2 0 3434  
16617 1558.27697753906 2 0 2281  
18517 1333.1064453125 2 0 2610  
19506 2010.90112304687 2 0 3342  
617 3288.60009765625 2 1 0  
5014 3080.5478515625 2 1 0  
15909 3625.3359375 2 0 2688  
19802 1162.90954589844 2 0 3600  
5016 3341.76123046875 2 1 0  
1013 3561.1943359375 2 1 0  
20004 3207.31323242188 2 0 3636  
309 5377.7861328125 2 1 0  
1219 2341.7392578125 2 1 456  
16321 1143.41137695312 2 0 2256  
18321 1540.88940429688 2 0 2417  
16506 3155.70166015625 2 0 4056  
15905 3463.318359375 2 0 1828  
8206 1675.994140625 2 1 2376  
16407 849.019653320313 2 0 1584  
15904 2727.27270507812 2 0 1632  
16318 1976.54846191406 2 0 5424  
4720 3382.98583984375 2 1 0  
8820 4257.97705078125 2 1 0  
17003 1133.14440917969 2 0 2386  
8215 2125.97607421875 2 1 5108  
8216 1239.43078613281 2 1 4240  
8218 3177.99951171875 2 1 3374  
8219 2091.35546875 2 1 2884  
303 4208.30859375 2 1 0  
8301 4023.74169921875 2 1 0  
19810 3377.8798828125 2 0 1544  
17217 1651.43566894531 2 0 2712  
822 4651.4208984375 2 1 0  
8406 5302.056640625 2 1 0  
16211 2296.69384765625 2 0 2805  
18619 850.401977539062 2 0 1022  
1017 9071.259765625 2 1 0  
20610 3167.26806640625 2 0 1188  
18621 1332.5361328125 2 0 2661  
19320 1239.01501464844 2 0 1648  
8603 4434.439453125 2 1 2160  
1014 12901.4814453125 2 1 0  
306 3036.34008789062 2 1 0  
20218 1063.13000488281 2 0 2160  
1206 20504.060546875 2 1 0  
16217 2192.22729492187 2 0 2928  
16520 2034.46154785156 2 0 1740  
811 4514.359375 2 1 0  
18501 2582.55737304688 2 0 1769  
721 13834.7470703125 2 1 0  
16405 2950.75366210937 2 0 1935  
18417 2878.24926757812 2 0 1728  
20410 3031.60815429688 2 0 3292  
8812 3294.7783203125 2 1 600  
8604 3825.40698242187 2 1 1380  
1115 3671.16186523437 2 1 1440  
18003 948.841796875 2 0 2232  
8403 5686.85107421875 2 1 0  
16611 6610.03271484375 2 0 1260  
16606 2456.68701171875 2 0 3360  
17502 2506.07275390625 2 0 1008  
18912 2601.3818359375 2 0 1990  
818 5888.2236328125 2 1 0  
16102 2016.77893066406 2 0 2782  
19201 2312.685546875 2 0 2131  
1208 2279.5849609375 2 1 0  
18605 950.989868164062 2 0 1747  
8807 4330.45947265625 2 1 540  
16111 2597.34619140625 2 0 0  
8616 2126.0078125 2 1 2036  
19913 1843.29479980469 2 0 576  
107 4591.28466796875 2 1 0  
17720 1473.06127929688 2 0 2988  
16222 1881.03112792969 2 0 3996  
20704 1728.02770996094 2 0 1959  
17310 1912.95104980469 2 0 2366  
8314 4978.40771484375 2 1 0  
1210 6575.92822265625 2 1 1896  
17102 2812.26538085937 2 0 2899  
17801 1294.93493652344 2 0 2862  
16614 2006.11791992187 2 0 3435  
5216 3345.74560546875 2 1 0  
20816 3828.76171875 2 0 1440  
4504 5648.52734375 2 1 0  
16008 4346.5615234375 2 0 2001  
17813 1745.4111328125 2 0 2916  
17410 2347.80151367187 2 0 2664  
19109 2100.41918945312 2 0 3203  
17319 2183.28881835937 2 0 2414  
16514 3578.1552734375 2 0 1380  
16308 2062.0732421875 2 0 3108  
5113 2717.60620117188 2 1 0  
20014 3072.64697265625 2 0 2160  
17620 968.206726074219 2 0 444  
1209 5548.87109375 2 1 0  
17004 3474.17553710937 2 0 5480  
15908 3322.001953125 2 0 1175  
803 5280.0048828125 2 1 0  
20001 2511.02001953125 2 0 2826  
4901 3067.40747070313 2 1 0  
17706 2567.712890625 2 0 3628  
17521 1556.89318847656 2 0 1164  
4703 4327.03466796875 2 1 0  
18213 1693.84680175781 2 0 3348  
17101 2519.76684570312 2 0 1850  
4913 2463.10327148437 2 1 0  
904 2429.869140625 2 1 0  
17009 1363.99829101563 2 0 2501  
4706 3977.36791992188 2 1 0  
20403 2655.46044921875 2 0 1632  
19702 1703.486328125 2 0 960  
4807 8529.267578125 2 1 0  
4912 4776.85888671875 2 1 0  
17213 4027.40771484375 2 0 3555  
16416 1190.05041503906 2 0 2640  
4617 2493.79736328125 2 1 0  
20105 4286.671875 2 0 491  
19105 1307.5068359375 2 0 1800  
20706 1968.24731445313 2 0 1680  
20810 1720.736328125 2 0 1668  
17518 1314.85876464844 2 0 2160  
17802 1082.79223632813 2 0 2881  
19605 2770.92309570312 2 0 4680  
15910 3217.54467773437 2 0 744  
207 9729.287109375 2 1 0  
16301 2041.53173828125 2 0 6096  
19701 1482.38244628906 2 0 2640  
17714 2094.06323242187 2 0 1236  
19719 2701.19482421875 2 0 684  
20117 2194.49584960938 2 0 1523  
19906 1408.76696777344 2 0 3300  
17005 6124.77880859375 2 0 3106  
20006 2672.67431640625 2 0 4259  
5221 3458.50708007812 2 1 0  
17910 1133.98205566406 2 0 1512  
612 7840.3232421875 2 1 0  
5205 2621.84448242188 2 1 0  
1007 16303.5888671875 2 1 0  
19615 1716.86889648438 2 0 2520  
20204 2446.13330078125 2 0 2276  
18010 1278.19519042969 2 0 2376  
8304 1887.60534667969 2 1 0  
1218 4165.00390625 2 1 1968  
16515 4985.41748046875 2 0 2772  
4712 2753.76098632813 2 1 0  
16417 1421.99572753906 2 0 2112  
5121 3697.84741210937 2 1 0  
8801 2831.91088867187 2 1 960  
504 5944.35498046875 2 1 0  
17920 3420.57495117187 2 0 3420  
20513 4077.6943359375 2 0 3168  
413 10169.7578125 2 1 0  
20409 4056.54296875 2 0 1080  
4606 3744.99072265625 2 1 0  
15903 2838.25341796875 2 0 1279  
409 13149.490234375 2 1 0  
19812 2553.283203125 2 0 5040  
16806 1947.19140625 2 0 1178  
906 17066.3203125 2 1 0  
20707 3207.01171875 2 0 972  
19306 1970.7001953125 2 0 3172  
20309 2259.39916992187 2 0 3533  
5214 2049.90844726562 2 1 0  
1213 8007.587890625 2 1 0  
16817 5695.4677734375 2 0 2039  
16601 4930.31787109375 2 0 144  
16816 2191.44995117187 2 0 828  
20618 1404.93115234375 2 0 2592  
4708 4540.80126953125 2 1 0  
20801 1459.19799804688 2 0 2496  
5208 2156.55517578125 2 1 0  
18805 2257.38330078125 2 0 696  
18701 2477.61376953125 2 0 1116  
20020 1993.02307128906 2 0 2604  
1011 3094.853515625 2 1 0  
18615 957.891296386719 2 0 2404  
17522 1529.24816894531 2 0 2184  
101 4064.9296875 2 1 0  
16605 3013.20556640625 2 0 660  
18506 1872.02990722656 2 0 842  
16505 2325.275390625 2 0 4248  
4815 3193.537109375 2 1 0  
620 4018.43505859375 2 1 0  
16419 1909.20666503906 2 0 576  
8618 3057.77026367187 2 1 1800  
4507 5281.12060546875 2 1 0  
19420 2665.48974609375 2 0 720  
18104 2853.09765625 2 0 2494  
206 3337.43115234375 2 1 0  
19012 2853.685546875 2 0 1665  
15919 2198.67529296875 2 0 840  
8622 2810.85522460938 2 1 1800  
17503 4359.31884765625 2 0 1440  
17411 4346.52880859375 2 0 1680  
16715 1659.58959960938 2 0 1639  
907 9855.6806640625 2 1 0  
16716 1932.64099121094 2 0 3402  
5220 2679.505859375 2 1 0  
18114 1866.17614746094 2 0 2798  
408 6179.0576171875 2 1 0  
8404 3367.16748046875 2 1 0  
4903 9605.521484375 2 1 0  
17313 1856.71643066406 2 0 1711  
905 20971.287109375 2 1 0  
17014 1171.2177734375 2 0 2395  
16708 1583.43811035156 2 0 0  
4715 12230.0810546875 2 1 0  
19905 2347.58984375 2 0 1620  
18210 2565.46826171875 2 0 2448  
16705 1270.72778320313 2 0 1561  
8414 4725.416015625 2 1 0  
18906 2616.75805664062 2 0 3245  
16714 2025.49951171875 2 0 1359  
17504 1386.39013671875 2 0 1938  
17208 1320.32934570313 2 0 1468  
19316 2061.83984375 2 0 2268  
19822 1565.0673828125 2 0 1344  
16517 3171.52685546875 2 0 2040  
17906 984.049255371094 2 0 1986  
619 8323.4892578125 2 1 0  
15907 2614.97387695313 2 0 3564  
17815 2231.23657226562 2 0 2106  
16702 2549.97900390625 2 0 0  
17610 1729.47058105469 2 0 3222  
16711 2455.94897460937 2 0 2218  
18508 1334.91186523438 2 0 2592  
19720 1392.60705566406 2 0 1128  
17704 1582.01818847656 2 0 4896  
20107 5171.1865234375 2 0 1515  
22820 1134.56481933594 3 0 1331  
23120 1849.58178710938 3 0 2750  
23318 4256.26318359375 3 0 0  
23811 1760.42016601563 3 0 0  
23520 1372.576171875 3 0 2633  
5516 13943.1943359375 3 1 0  
22914 1282.953125 3 0 1865  
21213 1988.97143554688 3 0 3540  
23703 1148.26867675781 3 0 0  
23519 5864.65478515625 3 0 0  
5511 5955.3095703125 3 1 0  
5402 3787.10400390625 3 1 0  
21905 2529.04125976562 3 0 0  
23511 1340.68518066406 3 0 7272  
22206 3567.65649414062 3 0 4000  
23307 2104.04516601562 3 0 1484  
22804 1015.2587890625 3 0 2349  
21806 2211.97998046875 3 0 1498  
22515 1561.814453125 3 0 1731  
23718 2331.31518554687 3 0 0  
5306 2388.44189453125 3 1 0  
21721 2604.72534179687 3 0 2030  
24101 1699.41735839844 3 0 5550  
5612 3438.671875 3 1 0  
22207 1723.0283203125 3 0 1830  
21821 2026.49450683594 3 0 2997  
22516 2866.876953125 3 0 2330  
23607 2392.83203125 3 0 4832  
24011 1595.7734375 3 0 4064  
21006 1883.95324707031 3 0 3327  
23305 5128.8173828125 3 0 0  
23404 1990.75927734375 3 0 2835  
23311 2309.71752929687 3 0 0  
22009 2331.43237304688 3 0 0  
5304 1708.90002441406 3 1 0  
23913 2265.0791015625 3 0 830  
22420 3950.53784179687 3 0 3190  
5710 1880.2373046875 3 1 0  
5603 5601.37109375 3 1 0  
21807 2299.4501953125 3 0 1500  
23005 1236.18701171875 3 0 3040  
5301 4114.66259765625 3 1 0  
21707 2913.552734375 3 0 0  
5312 5251.111328125 3 1 0  
5610 2610.41186523437 3 1 0  
5513 2045.23083496094 3 1 0  
24403 2062.98828125 3 0 1000  
21015 1720.54638671875 3 0 2404  
5701 1863.42834472656 3 1 0  
21919 6184.4794921875 3 0 0  
22017 1574.80737304688 3 0 0  
5512 4224.73583984375 3 1 0  
21113 1971.90466308594 3 0 5064  
21410 1865.43420410156 3 0 3135  
5411 6849.1328125 3 1 0  
22505 1731.19348144531 3 0 7000  
22315 1418.71423339844 3 0 1000  
23003 2592.43286132812 3 0 1798  
22210 3661.208984375 3 0 2166  
22205 1987.37561035156 3 0 3794  
21107 2751.203125 3 0 2298  
24606 1639.02966308594 3 0 500  
23616 2266.86840820313 3 0 5196  
23806 1183.19494628906 3 0 0  
9020 2696.01782226562 3 1 1452  
24104 1736.5859375 3 0 5100  
5814 3892.61254882812 3 1 0  
21514 2926.02197265625 3 0 1899  
22817 1000.58819580078 3 0 1668  
22508 8529.8564453125 3 0 2495  
23018 1938.46252441406 3 0 233  
24105 1702.78186035156 3 0 5450  
21205 1624.88928222656 3 0 4162  
5707 2045.57580566406 3 1 0  
23101 3139.28881835937 3 0 5500  
23901 1572.66101074219 3 0 466  
5514 2957.77709960938 3 1 0  
22709 901.336608886719 3 0 1505  
23104 2181.791015625 3 0 1100  
23715 1007.28723144531 3 0 0  
20903 809.44873046875 3 0 2180  
23011 1168.42553710938 3 0 3665  
24616 6620.35498046875 3 0 2250  
22220 4253.966796875 3 0 0  
21321 1798.89965820312 3 0 3133  
24502 1269.71142578125 3 0 8000  
21522 1925.85876464844 3 0 1694  
24521 2112.79711914062 3 0 3500  
24505 1432.55517578125 3 0 3250  
24620 1930.3583984375 3 0 1000  
21203 1970.23388671875 3 0 4663  
22707 1072.52026367188 3 0 1598  
22209 1506.98608398438 3 0 3594  
21722 1439.56188964844 3 0 6473  
24601 3796.94287109375 3 0 1420  
24110 1308.31127929688 3 0 3550  
24012 2036.09814453125 3 0 2328  
21504 2795.61840820312 3 0 3793  
23008 2215.49536132812 3 0 2610  
24404 3479.62890625 3 0 3500  
21101 1309.54736328125 3 0 4913  
24405 2073.53588867187 3 0 2750  
22811 920.281921386719 3 0 1733  
23207 5287.92724609375 3 0 2900  
21004 2082.38720703125 3 0 1836  
24312 3809.44653320312 3 0 3250  
22923 4230.130859375 3 0 1825  
23009 722.428649902344 3 0 2565  
24007 2229.306640625 3 0 1924  
22520 1478.56591796875 3 0 2947  
5802 2713.03491210937 3 1 0  
21609 4091.0185546875 3 0 2815  
22019 1837.82641601563 3 0 0  
5308 12188.763671875 3 1 0  
24118 1107.79736328125 3 0 6650  
23720 1964.21325683594 3 0 0  
22803 1363.73815917969 3 0 2215  
22702 1508.60974121094 3 0 700  
22808 738.480407714844 3 0 1840  
23613 7330.38037109375 3 0 0  
21808 2978.83740234375 3 0 1199  
23716 1752.69177246094 3 0 0  
24416 1450.59631347656 3 0 2300  
21208 1681.43701171875 3 0 4131  
22915 2015.40161132812 3 0 1900  
21421 2735.80151367188 3 0 3435  
5705 2412.67065429688 3 1 0  
20904 1767.13452148438 3 0 2730  
21002 1098.76354980469 3 0 3728  
21003 1606.79040527344 3 0 3492  
21005 2222.92407226562 3 0 2063  
21907 7017.56396484375 3 0 0  
21012 1998.44921875 3 0 560  
21014 1505.47436523438 3 0 1000  
23403 770.512756347656 3 0 2055  
21206 1820.03015136719 3 0 4300  
21207 2254.53637695312 3 0 6228  
21212 1380.95861816406 3 0 4428  
21109 2155.41748046875 3 0 5328  
24212 3112.26879882812 3 0 3750  
22809 1613.02075195313 3 0 300  
21305 2035.55224609375 3 0 2405  
21310 2606.98828125 3 0 6581  
5505 6092.76025390625 3 1 0  
21315 1416.64208984375 3 0 3433  
22317 948.789611816406 3 0 2800  
23702 731.573120117188 3 0 0  
21401 1850.29077148438 3 0 3816  
21116 2775.8076171875 3 0 4396  
21404 2402.4951171875 3 0 4358  
21416 1782.33923339844 3 0 6104  
22311 2125.11669921875 3 0 3010  
23620 2254.7119140625 3 0 4773  
21509 1829.05603027344 3 0 2264  
9019 3308.04711914062 3 1 0  
21516 1128.04272460938 3 0 533  
21602 1693.033203125 3 0 2624  
5401 5250.25390625 3 1 0  
23201 2930.57666015625 3 0 1000  
22318 1693.47973632813 3 0 4402  
21615 1588.71557617188 3 0 4059  
22310 1103.07348632813 3 0 3600  
21714 2508.19384765625 3 0 1333  
23610 2935.10009765625 3 0 3162  
23301 1899.82690429688 3 0 0  
21802 1361.38842773438 3 0 1896  
21803 2209.07055664062 3 0 2080  
21811 1517.3125 3 0 2541  
21816 7121.5390625 3 0 1850  
21817 2537.41381835937 3 0 1566  
21904 4216.2177734375 3 0 0  
21913 2213.37646484375 3 0 0  
21914 2406.48510742187 3 0 0  
5604 3677.65771484375 3 1 0  
22002 1302.82458496094 3 0 0  
22813 923.950988769531 3 0 3105  
22403 863.037414550781 3 0 2250  
23414 1531.99243164063 3 0 3256  
22015 2276.55151367187 3 0 0  
5609 1746.74340820313 3 1 0  
21215 3308.4775390625 3 0 4061  
21702 1042.02514648438 3 0 1400  
23713 2404.3486328125 3 0 0  
22217 2805.0029296875 3 0 2166  
23818 2073.1015625 3 0 0  
22303 862.394470214844 3 0 2750  
22518 2588.99975585937 3 0 3119  
22307 1351.50927734375 3 0 2950  
22916 1407.15942382813 3 0 1792  
21823 1321.75036621094 3 0 1646  
20915 1372.08337402344 3 0 1000  
23418 1880.38684082031 3 0 4000  
22906 1303.65930175781 3 0 2930  
22801 2223.06640625 3 0 982  
21202 4346.03564453125 3 0 8780  
22419 927.1025390625 3 0 2850  
21508 1161.01342773438 3 0 3163  
21701 1591.67626953125 3 0 4388  
22510 1766.90466308594 3 0 2556  
22907 1902.36413574219 3 0 1360  
